,"score","names_wga","dates_wga","names_artuk","dates_artuk","is_same","artist_id_wiki+googleart+wga+meisterwerke+moma","artist_id_artuk","Unnamed: 9","Unnamed: 10","Unnamed: 11"
27,90,"[claesz., anthony ii]","[1607, 1649]","[claesz. the younger, anthony]","[1616, 1652]",0,"wga_claesz., anthony ii, (1607-1649)","artuk_claesz. the younger, anthony, (1616-1652)",,,
92,90,"[krohg, christian]","[1852, 1925]","[christian, j.]","[1897.0, 1897.0]",0,"wga_krohg, christian, (1852-1925)","artuk_christian, j.",,,
21,90,"[bramer, leonaert]","[1596, 1674]","[bramer, leonard]","[1596, 1674]",1,"wga_bramer, leonaert, (1596-1674)","artuk_bramer, leonard, (1596-1674)",,,
34,90,"[crescenzi, giovanni battista]","[1577, 1635]","[crespi, giovanni battista]","[1575, 1632]",0,"wga_crescenzi, giovanni battista, (1577-1635)","artuk_crespi, giovanni battista, (1575-1632)",,,
41,90,"[eckardt, christian frederik emil]","[1832, 1914]","[christian, j.]","[1897.0, 1897.0]",0,"wga_eckardt, christian frederik emil, (1832-1914)","artuk_christian, j.",,,
14,90,"[bocanegra, pedro anastasio]","[1638, 1689]","[bocanegra, pedro atanasio]","[1638, 1689]",1,"wga_bocanegra, pedro anastasio, (1638-1689)","artuk_bocanegra, pedro atanasio, (1638-1689)",,,
176,90,"[swanenburg, isaac claesz. van]","[1537, 1614]","[swanenburgh, isaac claesz.]","[1537, 1614]",1,"wga_swanenburg, isaac claesz. van, (1537-1614)","artuk_swanenburgh, isaac claesz., (1537-1614)",,,
124,90,"[nattier, jean-baptiste]","[1678, 1726]","[pater, jean-baptiste]","[1695, 1736]",0,"wga_nattier, jean-baptiste, (1678-1726)","artuk_pater, jean-baptiste, (1695-1736)",,,
184,90,"[trotti, giovanni battista]","[1555, 1619]","[zelotti, giovanni battista]","[1526, 1578]",0,"wga_trotti, giovanni battista, (1555-1619)","artuk_zelotti, giovanni battista, (1526-1578)",,,
193,90,"[verelst, william]","[1732, 1756]","[verelst, willem]","[1700, 1756]",1,"wga_verelst, william, (1732-1756)","artuk_verelst, willem, (1700-1756)",,,
8,90,"[barraud, william]","[1810, 1850]","[artaud, william]","[1763, 1823]",0,"wga_barraud, william, (1810-1850)","artuk_artaud, william, (1763-1823)",,,
51,90,"[franchi, antonio]","[1638, 1709]","[zanchi, antonio]","[1631, 1722]",0,"wga_franchi, antonio, (1638-1709)","artuk_zanchi, antonio, (1631-1722)",,,
153,90,"[rohlfs, christian]","[1849, 1938]","[christian, j.]","[1897.0, 1897.0]",0,"wga_rohlfs, christian, (1849-1938)","artuk_christian, j.",,,
133,90,"[oosterwijk, maria van]","[1630, 1693]","[van oosterwyck, maria]","[1630, 1693]",1,"wga_oosterwijk, maria van, (1630-1693)","artuk_van oosterwyck, maria, (1630-1693)",,,
149,90,"[reinhart, johann christian]","[1761, 1847]","[christian, j.]","[1897.0, 1897.0]",0,"wga_reinhart, johann christian, (1761-1847)","artuk_christian, j.",,,
138,90,"[patenier, joachim]","[1480, 1524]","[patinir, joachim]","[1480, 1524]",1,"wga_patenier, joachim, (1480-1524)","artuk_patinir, joachim, (1480-1524)",,,
60,90,"[ghissi, francescuccio]","[1359, 1395]","[ghissi, francescussio]","[1359, 1395]",1,"wga_ghissi, francescuccio, (1359-1395)","artuk_ghissi, francescussio, (active 1359-1395)",,,
140,90,"[pereda, antonio de]","[1611, 1678]","[pereda y salgado, antonio]","[1611, 1678]",1,"wga_pereda, antonio de, (1611-1678)","artuk_pereda y salgado, antonio, (1611-1678)",,,
129,90,"[nonnotte, donat]","[1708, 1785]","[nonnotte, donatien]","[1708, 1785]",1,"wga_nonnotte, donat, (1708-1785)","artuk_nonnotte, donatien, (1708-1785)",,,
101,91,"[leys, henri]","[1815, 1869]","[leys, hendrik]","[1815, 1869]",1,"wga_leys, henri, (1815-1869)","artuk_leys, hendrik, (1815-1869)",,,
85,91,"[isenbrant, adriaen]","[1490, 1551]","[ysenbrandt, adriaen]","[1500, 1551]",1,"wga_isenbrant, adriaen, (1490-1551)","artuk_ysenbrandt, adriaen, (1500-1551)",,,
188,91,"[velde, jan jansz. van de]","[1619, 1662]","[van de velde ii, jan]","[1593, 1641]",0,"wga_velde, jan jansz. van de, (1619-1662)","artuk_van de velde ii, jan, (1593-1641)",,,
36,91,"[dijck, abraham van]","[1635, 1680]","[van dyck, abraham]","[1635, 1672]",1,"wga_dijck, abraham van, (1635-1680)","artuk_van dyck, abraham, (1635-1672)",,,
35,91,"[dijck, abraham van]","[1635, 1672]","[van dyck, abraham]","[1635, 1672]",1,"wga_dijck, abraham van, (1635-1672)","artuk_van dyck, abraham, (1635-1672)",,,
100,91,"[lampi, johann baptist ii]","[1775, 1837]","[lampi i, johann battista]","[1751, 1830]",0,"wga_lampi, johann baptist ii, (1775-1837)","artuk_lampi i, johann battista, (1751-1830)",,,
43,91,"[eriksen, vigilius]","[1722, 1783]","[erichsen, vigilius]","[1722, 1783]",1,"wga_eriksen, vigilius, (1722-1783)","artuk_erichsen, vigilius, (1722-1783)",,,
144,91,"[predis, ambrogio de]","[1455, 1508]","[predis, giovanni ambrogio]","[1455, 1508]",1,"wga_predis, ambrogio de, (1455-1508)","artuk_predis, giovanni ambrogio, (1455-1508)",,,
19,91,"[bout, pieter]","[1658, 1719]","[bout, peeter]","[1658, 1719]",1,"wga_bout, pieter, (1658-1719)","artuk_bout, peeter, (1658-1719)",,,
197,91,"[verspronck, jan cornelisz]","[1603, 1662]","[verspronck, johannes cornelisz.]","[1597, 1662]",1,"wga_verspronck, jan cornelisz, (1603-1662)","artuk_verspronck, johannes cornelisz., (1597-1662)",,,
114,92,"[marzal de sax, andrés]","[1393, 1410]","[marçal de sas, andrés]","[1393, 1410]",1,"wga_marzal de sax, andrés, (1393-1410)","artuk_marçal de sas, andrés, (active 1393-1410)",,,
7,92,"[balen, hendrick van]","[1575, 1632]","[van balen i, hendrik]","[1575, 1632]",1,"wga_balen, hendrick van, (1575-1632)","artuk_van balen i, hendrik, (1575-1632)",,,
112,92,"[maratti, carlo]","[1625, 1713]","[maratta, carlo]","[1625, 1713]",1,"wga_maratti, carlo, (1625-1713)","artuk_maratta, carlo, (1625-1713)",,,
164,92,"[schreyer, christian adolf]","[1828, 1899]","[schreyer, christian adolphe]","[1828, 1899]",1,"wga_schreyer, christian adolf, (1828-1899)","artuk_schreyer, christian adolphe, (1828-1899)",,,
58,92,"[gennari, benedetto ii]","[1633, 1715]","[gennari the younger, benedetto]","[1633, 1715]",1,"wga_gennari, benedetto ii, (1633-1715)","artuk_gennari the younger, benedetto, (1633-1715)",,,
94,92,"[kucharski, aleksander]","[1741, 1819]","[kucharski, alexander]","[1741, 1819]",1,"wga_kucharski, aleksander, (1741-1819)","artuk_kucharski, alexander, (1741-1819)",,,
194,92,"[verhout, constantijn]","[1663, 1667]","[verhout, constantyn]","[1663, 1667]",1,"wga_verhout, constantijn, (1663-1667)","artuk_verhout, constantyn, (active 1663-1667)",,,
32,92,"[craesbeeck, josse van]","[1605, 1661]","[van craesbeeck, joos]","[1605, 1662]",1,"wga_craesbeeck, josse van, (1605-1661)","artuk_van craesbeeck, joos, (1605-1662)",,,
79,92,"[hoet, gerard i]","[1648, 1733]","[hoet the elder, gerard]","[1648, 1733]",1,"wga_hoet, gerard i, (1648-1733)","artuk_hoet the elder, gerard, (1648-1733)",,,
71,93,"[heemskerck, egbert van, the younger]","[1676, 1744]","[van heemskerck ii, egbert]","[1634, 1704]",0,"wga_heemskerck, egbert van, the younger, (1676-1744)","artuk_van heemskerck ii, egbert, (1634-1704)",,,
178,93,"[taraval, hugues]","[1729, 1785]","[taraval, hughes]","[1729, 1785]",1,"wga_taraval, hugues, (1729-1785)","artuk_taraval, hughes, (1729-1785)",,,
62,93,"[gijsbrechts, franciscus]","[1650, 1677]","[gysbrechts, franciscus]","[1650, 1680]",1,"wga_gijsbrechts, franciscus, (1650-1677)","artuk_gysbrechts, franciscus, (1650-1680)",,,
139,93,"[peeters, gillis i]","[1612, 1653]","[teniers ii, david,  & peeters, gillis]","[1612, 1653]",0,"wga_peeters, gillis i, (1612-1653)","teniers ii, david, (1612-1653)",,,
177,93,"[sweerts, michiel]","[1618, 1664]","[sweerts, michael]","[1618, 1664]",1,"wga_sweerts, michiel, (1618-1664)","artuk_sweerts, michael, (1618-1664)",,,
68,93,"[gärtner, eduard]","[1801, 1877]","[gaertner, eduard]","[1801, 1877]",1,"wga_gärtner, eduard, (1801-1877)","artuk_gaertner, eduard, (1801-1877)",,,
70,93,"[heemskerck, egbert jaspersz. van, the elder]","[1634, 1704]","[van heemskerck ii, egbert]","[1634, 1704]",1,"wga_heemskerck, egbert jaspersz. van, the elder, (1634-1704)","artuk_van heemskerck ii, egbert, (1634-1704)",,,
179,93,"[teniers, david the elder]","[1582, 1649]","[teniers i, david]","[1582, 1649]",1,"wga_teniers, david the elder, (1582-1649)","artuk_teniers i, david, (1582-1649)",,,
119,93,"[mercier, philip]","[1689, 1760]","[mercier, philippe]","[1689, 1760]",1,"mercier, philip, (1689-1760)","artuk_mercier, philippe, (1689-1760)",,,
166,93,"[segna di buonaventure]","[1298, 1331]","[segna di bonaventura]","[1326, 1331]",1,"wga_segna di buonaventure, (1298-1331)","segna di bonaventura, (1326-1331)",,,
82,93,"[hone, nathaniel the elder]","[1718, 1784]","[hone i, nathaniel]","[1718, 1784]",1,"wga_hone, nathaniel the elder, (1718-1784)","artuk_hone i, nathaniel, (1718-1784)",,,
116,93,"[master of st francis]","[1260, 1280]","[master of saint francis]","[1260, 1272]",1,"wga_master of st francis, (1260-1280)","artuk_master of saint francis, (active 1260-1272)",,,
171,93,"[spada, lionello]","[1576, 1622]","[spada, leonello]","[1576, 1622]",1,"wga_spada, lionello, (1576-1622)","artuk_spada, leonello, (1576-1622)",,,
113,93,"[maris, jacobus hendricus]","[1837, 1899]","[maris, jacob henricus]","[1837, 1899]",1,"wga_maris, jacobus hendricus, (1837-1899)","artuk_maris, jacob henricus, (1837-1899)",,,
99,93,"[lampi, johann baptist i]","[1751, 1830]","[lampi i, johann battista]","[1751, 1830]",1,"wga_lampi, johann baptist i, (1751-1830)","artuk_lampi i, johann battista, (1751-1830)",,,
106,93,"[loutherbourg, philip jacques de]","[1740, 1812]","[de loutherbourg, philip james]","[1740, 1812]",1,"wga_loutherbourg, philip jacques de, (1740-1812)","artuk_de loutherbourg, philip james, (1740-1812)",,,
127,93,"[nieulandt, willem van, the younger]","[1584, 1635]","[van nieulandt ii, willem]","[1584, 1635]",1,"wga_nieulandt, willem van, the younger, (1584-1635)","artuk_van nieulandt ii, willem, (1584-1635)",,,
159,93,"[saint-aubin, gabriel de]","[1724, 1780]","[saint-aubin, gabriel-jacques]","[1724, 1780]",1,"wga_saint-aubin, gabriel de, (1724-1780)","artuk_saint-aubin, gabriel-jacques, (1724-1780)",,,
207,93,"[zuccaro, taddeo]","[1529, 1566]","[zuccari, taddeo]","[1529, 1566]",1,"wga_zuccaro, taddeo, (1529-1566)","artuk_zuccari, taddeo, (1529-1566)",,,
47,93,"[flémal, bertholet]","[1614, 1675]","[flemal, betholet]","[1614, 1675]",1,"wga_flémal, bertholet, (1614-1675)","artuk_flemal, betholet, (1614-1675)",,,
3,93,"[angellis, pieter]","[1685, 1734]","[angelis, peter]","[1685, 1734]",1,"wga_angellis, pieter, (1685-1734)","artuk_angelis, peter, (1685-1734)",,,
76,94,"[herring, benjamin jr.]","[1830, 1871]","[herring i, benjamin]","[1806, 1830]",0,"wga_herring, benjamin jr., (1830-1871)","artuk_herring i, benjamin, (1806-1830)",,,
78,94,"[hobbema, meyndert]","[1638, 1709]","[hobbema, meindert]","[1638, 1709]",1,"wga_hobbema, meyndert, (1638-1709)","artuk_hobbema, meindert, (1638-1709)",,,
185,94,"[tsafouris, nikolaos]","[1490.0, 1500.0]","[tzafouris, nikolaos]","[1487, 1501]",1,"wga_tsafouris, nikolaos, (1501-1501)","artuk_tzafouris, nikolaos, (active 1487-1501)",,,
175,94,"[stefano da zevio]","[1375, 1451]","[stefano di zevio]","[1375, 1451]",1,"wga_stefano da zevio, (1375-1451)","artuk_stefano di zevio, (1375-1451)",,,
40,94,"[duyfhuijsen, pieter jacobsz.]","[1608, 1677]","[duyfhuysen, pieter jacobsz.]","[1608, 1677]",1,"wga_duyfhuijsen, pieter jacobsz., (1608-1677)","artuk_duyfhuysen, pieter jacobsz., (1608-1677)",,,
18,94,"[boudewijns, adriaen frans]","[1644, 1711]","[boudewyns, adriaen frans]","[1644, 1711]",1,"wga_boudewijns, adriaen frans, (1644-1711)","artuk_boudewyns, adriaen frans, (1644-1711)",,,
110,94,"[mander, karel van, the elder]","[1548, 1606]","[van mander i, karel]","[1548, 1606]",1,"wga_mander, karel van, the elder, (1548-1606)","artuk_van mander i, karel, (1548-1606)",,,
105,94,"[loth, johann karl]","[1632, 1698]","[loth, johann carl]","[1632, 1698]",1,"wga_loth, johann karl, (1632-1698)","artuk_loth, johann carl, (1632-1698)",,,
104,94,"[lorme, anthonie de]","[1610, 1673]","[de delorme, anthonie]","[1610, 1673]",1,"wga_lorme, anthonie de, (1610-1673)","artuk_de delorme, anthonie, (1610-1673)",,,
165,94,"[schut, cornelis iii]","[1629, 1685]","[schut, cornelis i]","[1597, 1655]",0,"wga_schut, cornelis iii, (1629-1685)","artuk_schut, cornelis i, (1597-1655)",,,
90,94,"[koninck, daniël de]","[1668, 1720]","[de konink, daniel]","[1668, 1720]",1,"wga_koninck, daniël de, (1668-1720)","artuk_de konink, daniel, (1668-1720)",,,
25,94,"[carracci, lodovico]","[1555, 1619]","[carracci, ludovico]","[1555, 1619]",1,"wga_carracci, lodovico, (1555-1619)","artuk_carracci, ludovico, (1555-1619)",,,
167,94,"[seisenegger, jacob]","[1504, 1567]","[seisenegger, jakob]","[1504, 1567]",1,"wga_seisenegger, jacob, (1504-1567)","artuk_seisenegger, jakob, (1504-1567)",,,
118,94,"[mazzolino, ludovico]","[1480, 1528]","[mazzolino, lodovico]","[1480, 1530]",1,"wga_mazzolino, ludovico, (1480-1528)","artuk_mazzolino, lodovico, (1480-1530)",,,
11,94,"[beinaschi, giovan battista]","[1636, 1688]","[benaschi, giovanni battista]","[1636, 1688]",1,"wga_beinaschi, giovan battista, (1636-1688)","artuk_benaschi, giovanni battista, (1636-1688)",,,
95,94,"[la hire, laurent de]","[1606, 1656]","[de la hyre, laurent]","[1606, 1656]",1,"wga_la hire, laurent de, (1606-1656)","artuk_de la hyre, laurent, (1606-1656)",,,
146,94,"[ragueneau, abraham]","[1623, 1681]","[raguineau, abraham]","[1623, 1681]",1,"wga_ragueneau, abraham, (1623-1681)","artuk_raguineau, abraham, (1623-1681)",,,
156,94,"[royen, willem frederik van]","[1645, 1723]","[van royen, wilhelm frederik]","[1645, 1723]",1,"wga_royen, willem frederik van, (1645-1723)","artuk_van royen, wilhelm frederik, (1645-1723)",,,
48,94,"[fragiacomo, pietro]","[1856, 1922]","[fragiocomo, pietro]","[1856, 1922]",1,"wga_fragiacomo, pietro, (1856-1922)","artuk_fragiocomo, pietro, (1856-1922)",,,
67,94,"[grebber, frans pietersz. de]","[1573, 1649]","[de grebber, pieter fransz.]","[1600, 1653]",0,"wga_grebber, frans pietersz. de, (1573-1649)","artuk_de grebber, pieter fransz., (1600-1653)",,,
2,94,"[alsloot, denis van]","[1570, 1626]","[van alsloot, denys]","[1610.0, 1615.0]",0,"wga_alsloot, denis van, (1570-1626)","artuk_van alsloot, denys",,,
183,94,"[tol, domenicus van]","[1635, 1676]","[van tol, dominicus]","[1635, 1676]",1,"wga_tol, domenicus van, (1635-1676)","artuk_van tol, dominicus, (1635-1676)",,,
73,94,"[herp, willem van, the elder]","[1614, 1677]","[van herp i, willem]","[1614, 1677]",1,"wga_herp, willem van, the elder, (1614-1677)","artuk_van herp i, willem, (1614-1677)",,,
52,94,"[franchoys, pieter]","[1606, 1654]","[franchoys, peeter]","[1606, 1654]",1,"wga_franchoys, pieter, (1606-1654)","artuk_franchoys, peeter, (1606-1654)",,,
122,95,"[mészöly, géza]","[1844, 1887]","[meszöly, géza]","[1844, 1887]",1,"wga_mészöly, géza, (1844-1887)","artuk_meszöly, géza, (1844-1887)",,,
142,95,"[pluym, karel van der]","[1625, 1672]","[van der pluym, carel]","[1625, 1672]",1,"wga_pluym, karel van der, (1625-1672)","artuk_van der pluym, carel, (1625-1672)",,,
190,95,"[velde, willem van de, the elder]","[1611, 1693]","[van de velde i, willem]","[1611, 1693]",1,"wga_velde, willem van de, the elder, (1611-1693)","artuk_van de velde i, willem, (1611-1693)",,,
148,95,"[recco, giovan battista]","[1615, 1660]","[recco, giovanni battista]","[1615, 1660]",1,"wga_recco, giovan battista, (1615-1660)","artuk_recco, giovanni battista, (1615-1660)",,,
137,95,"[passerotti, bartolomeo]","[1529, 1592]","[passarotti, bartolomeo]","[1529, 1592]",1,"wga_passerotti, bartolomeo, (1529-1592)","artuk_passarotti, bartolomeo, (1529-1592)",,,
202,95,"[voet, jacob ferdinand]","[1639, 1700]","[voet, jakob ferdinand]","[1639, 1700]",1,"wga_voet, jacob ferdinand, (1639-1700)","artuk_voet, jakob ferdinand, (1639-1700)",,,
22,95,"[cabel, adriaan van der]","[1630, 1705]","[van der cabel, adriaen]","[1631, 1705]",1,"wga_cabel, adriaan van der, (1630-1705)","artuk_van der cabel, adriaen, (1631-1705)",,,
160,95,"[san leocadio, paolo de]","[1445, 1520]","[paolo da san leocadio]","[1472, 1520]",1,"wga_san leocadio, paolo de, (1445-1520)","artuk_paolo da san leocadio, (active 1472-1520)",,,
15,95,"[borssom, anthonie van]","[1631, 1677]","[van borssum, anthonie]","[1630, 1677]",1,"wga_borssom, anthonie van, (1631-1677)","artuk_van borssum, anthonie, (1630-1677)",,,
201,95,"[viola, giovan battista]","[1576, 1622]","[viola, giovanni battista]","[1576, 1622]",1,"wga_viola, giovan battista, (1576-1622)","artuk_viola, giovanni battista, (1576-1622)",,,
168,95,"[simone dei crocefissi]","[1330, 1399]","[simone dei crocifissi]","[1330, 1399]",1,"wga_simone dei crocefissi, (1330-1399)","artuk_simone dei crocifissi, (1330-1399)",,,
136,95,"[paret y alcazár, luis]","[1746, 1799]","[paret y alcázar, luis]","[1746, 1799]",1,"wga_paret y alcazár, luis, (1746-1799)","artuk_paret y alcázar, luis, (1746-1799)",,,
57,95,"[gautier-dagoty, jacques-fabien]","[1716, 1785]","[gautier d'agoty, jacques-fabien]","[1710, 1781]",1,"wga_gautier-dagoty, jacques-fabien, (1716-1785)","artuk_gautier d'agoty, jacques-fabien, (1710-1781)",,,
191,95,"[velde, willem van de, the younger]","[1633, 1707]","[van de velde i, willem]","[1611, 1693]",0,"wga_velde, willem van de, the younger, (1633-1707)","artuk_van de velde i, willem, (1611-1693)",,,
72,95,"[helmont, mattheus van]","[1623, 1679]","[van helmont, matthieu]","[1623, 1679]",1,"wga_helmont, mattheus van, (1623-1679)","artuk_van helmont, matthieu, (1623-1679)",,,
93,95,"[krøyer, peter severin]","[1851, 1909]","[krøyer, peder severin]","[1851, 1909]",1,"wga_krøyer, peter severin, (1851-1909)","artuk_krøyer, peder severin, (1851-1909)",,,
75,95,"[herrera, francisco de, the younger]","[1622, 1685]","[de herrera i, francisco]","[1576, 1654]",0,"wga_herrera, francisco de, the younger, (1622-1685)","artuk_de herrera i, francisco, (1576-1654)",,,
74,95,"[herrera, francisco de, the elder]","[1590, 1656]","[de herrera i, francisco]","[1576, 1654]",0,"wga_herrera, francisco de, the elder, (1590-1656)","artuk_de herrera i, francisco, (1576-1654)",,,
50,95,"[francesco d'antonio di bartolommeo]","[1393, 1433]","[francesco di antonio di bartolomeo]","[1393, 1433]",1,"wga_francesco d'antonio di bartolommeo, (1393-1433)","artuk_francesco di antonio di bartolomeo, (active 1393-1433)",,,
63,95,"[gillemans, jan pauwel the elder]","[1618, 1675]","[gillemans i, jan pauwel]","[1618, 1675]",1,"wga_gillemans, jan pauwel the elder, (1618-1675)","artuk_gillemans i, jan pauwel, (1618-1675)",,,
64,95,"[gillemans, jan pauwel the younger]","[1651, 1704]","[gillemans i, jan pauwel]","[1618, 1675]",0,"wga_gillemans, jan pauwel the younger, (1651-1704)","artuk_gillemans i, jan pauwel, (1618-1675)",,,
173,95,"[stalbemt, adriaan van]","[1580, 1662]","[van stalbemt, adriaen]","[1580, 1662]",1,"wga_stalbemt, adriaan van, (1580-1662)","artuk_van stalbemt, adriaen, (1580-1662)",,,
46,95,"[ferguson, william gowe]","[1633, 1695]","[ferguson, william gouw]","[1632, 1695]",1,"wga_ferguson, william gowe, (1633-1695)","artuk_ferguson, william gouw, (1632-1695)",,,
123,96,"[naldini, giovan battista]","[1537, 1591]","[naldini, giovanni battista]","[1537, 1591]",1,"wga_naldini, giovan battista, (1537-1591)","artuk_naldini, giovanni battista, (1537-1591)",,,
128,96,"[nollekens, joseph francis]","[1702, 1748]","[nollekens, joseph frans]","[1706, 1748]",1,"wga_nollekens, joseph francis, (1702-1748)","artuk_nollekens, joseph frans, (1706-1748)",,,
69,96,"[gérôme, jean-léon]","[1824, 1904]","[gérome, jean-léon]","[1824, 1904]",1,"wga_gérôme, jean-léon, (1824-1904)","artuk_gérome, jean-léon, (1824-1904)",,,
4,96,"[antolinez, josé]","[1635, 1675]","[antolínez, josé]","[1635, 1675]",1,"wga_antolinez, josé, (1635-1675)","artuk_antolínez, josé, (1635-1675)",,,
150,96,"[richter, johan]","[1665, 1745]","[richter, johann]","[1665, 1745]",1,"wga_richter, johan, (1665-1745)","artuk_richter, johann, (1665-1745)",,,
12,96,"[bergh, gillis gillisz. de]","[1600, 1669]","[de berch, gillis gillisz.]","[1600, 1669]",1,"wga_bergh, gillis gillisz. de, (1600-1669)","artuk_de berch, gillis gillisz., (1600-1669)",,,
182,96,"[tischbein, johann heinrich the younger]","[1742, 1808]","[tischbein, johann heinrich i]","[1722, 1789]",0,"wga_tischbein, johann heinrich the younger, (1742-1808)","artuk_tischbein, johann heinrich i, (1722-1789)",,,
203,96,"[vos, marten de]","[1532, 1603]","[de vos, maarten]","[1532, 1603]",0,"wga_vos, marten de, (1532-1603)","artuk_de vos, maarten, (1532-1603)",,,
181,96,"[tischbein, johann heinrich the elder]","[1722, 1789]","[tischbein, johann heinrich i]","[1722, 1789]",0,"wga_tischbein, johann heinrich the elder, (1722-1789)","artuk_tischbein, johann heinrich i, (1722-1789)",,,
65,96,"[gossart, jan]","[1478, 1532]","[gossaert, jan]","[1478, 1532]",1,"wga_gossart, jan, (1478-1532)","artuk_gossaert, jan, (1478-1532)",,,
77,96,"[herring, john frederick the younger]","[1820, 1907]","[herring i, john frederick]","[1795, 1865]",0,"wga_herring, john frederick the younger, (1820-1907)","artuk_herring i, john frederick, (1795-1865)",,,
31,96,"[conca, tommaso]","[1734, 1822]","[conca, tommasso]","[1734, 1822]",1,"wga_conca, tommaso, (1734-1822)","artuk_conca, tommasso, (1734-1822)",,,
16,96,"[bosschaert, jan-baptist]","[1667, 1746]","[bosschaert, jean-baptiste]","[1667, 1746]",1,"wga_bosschaert, jan-baptist, (1667-1746)","artuk_bosschaert, jean-baptiste, (1667-1746)",,,
195,96,"[vermeer van haarlem, jan the elder]","[1628, 1691]","[vermeer van haarlem i, jan]","[1600, 1670]",0,"wga_vermeer van haarlem, jan the elder, (1628-1691)","artuk_vermeer van haarlem i, jan, (1600-1670)",,,
37,96,"[dillens, adolphe-alexandre]","[1821, 1877]","[dillens, adolphe-alexander]","[1821, 1877]",1,"wga_dillens, adolphe-alexandre, (1821-1877)","artuk_dillens, adolphe-alexander, (1821-1877)",,,
89,96,"[kobell, jan i]","[1755, 1833]","[kobell ii, jan]","[1778, 1814]",0,"wga_kobell, jan i, (1755-1833)","artuk_kobell ii, jan, (1778-1814)",,,
170,96,"[sorgh, hendrick maertensz.]","[1610, 1670]","[sorgh, hendrik martensz.]","[1609, 1670]",1,"wga_sorgh, hendrick maertensz., (1610-1670)","artuk_sorgh, hendrik martensz., (1609-1670)",,,
39,96,"[dubbels, hendrik jakobsz.]","[1621, 1707]","[dubbels, hendrik jacobsz.]","[1621, 1707]",1,"wga_dubbels, hendrik jakobsz., (1621-1707)","artuk_dubbels, hendrik jacobsz., (1621-1707)",,,
163,96,"[sanchez, pedro]","[1400, 1500]","[sánchez, pedro]","[1475, 1500]",1,"wga_sanchez, pedro, (1400-1500)","artuk_sánchez, pedro, (active 1475-1500)",,,
56,96,"[gascar, henri]","[1634, 1701]","[gascars, henri]","[1634, 1701]",1,"wga_gascar, henri, (1634-1701)","artuk_gascars, henri, (1634-1701)",,,
20,96,"[bouts, dieric the younger]","[1448, 1491]","[bouts the younger, dierck]","[1448, 1491]",1,"wga_bouts, dieric the younger, (1448-1491)","artuk_bouts the younger, dierck, (1448-1491)",,,
84,96,"[innes, george]","[1825, 1894]","[inness, george]","[1825, 1894]",1,"wga_innes, george, (1825-1894)","artuk_inness, george, (1825-1894)",,,
196,96,"[vermeer van haarlem, jan the younger]","[1656, 1705]","[vermeer van haarlem i, jan]","[1600, 1670]",0,"wga_vermeer van haarlem, jan the younger, (1656-1705)","artuk_vermeer van haarlem i, jan, (1600-1670)",,,
174,96,"[steenwyck, hendrick van the younger]","[1580, 1649]","[van steenwijck the younger, hendrick]","[1580, 1649]",1,"wga_steenwyck, hendrick van the younger, (1580-1649)","artuk_van steenwijck the younger, hendrick, (1580-1649)",,,
111,96,"[manet, edouard]","[1832, 1883]","[manet, édouard]","[1832, 1883]",1,"wga_manet, edouard, (1832-1883)","artuk_manet, édouard, (1832-1883)",,,
86,96,"[jonghe, gustave léonard de]","[1829, 1893]","[de jonghe, gustave leonhard]","[1829, 1893]",1,"wga_jonghe, gustave léonard de, (1829-1893)","artuk_de jonghe, gustave leonhard, (1829-1893)",,,
192,97,"[venne, jan van der]","[1592, 1651]","[van de venne, jan]","[1616, 1651]",1,"wga_venne, jan van der, (1592-1651)","artuk_van de venne, jan, (active 1616-1651)",,,
189,97,"[velde, jan van de, i]","[1569, 1623]","[van de velde ii, jan]","[1593, 1641]",0,"wga_velde, jan van de, i, (1569-1623)","artuk_van de velde ii, jan, (1593-1641)",,,
180,97,"[thulden, theodor van]","[1606, 1669]","[van thulden, theodore]","[1606, 1669]",1,"wga_thulden, theodor van, (1606-1669)","artuk_van thulden, theodore, (1606-1669)",,,
162,97,"[sanchez cotán, juan]","[1561, 1627]","[sánchez cotán, juan]","[1560, 1627]",1,"wga_sanchez cotán, juan, (1561-1627)","artuk_sánchez cotán, juan, (1560-1627)",,,
186,97,"[vaardt, jan van der]","[1653, 1727]","[van der vaart, jan]","[1647, 1727]",1,"wga_vaardt, jan van der, (1653-1727)","artuk_van der vaart, jan, (1647-1727)",,,
154,97,"[rombouts, theodor]","[1597, 1637]","[rombouts, theodoor]","[1597, 1637]",1,"wga_rombouts, theodor, (1597-1637)","artuk_rombouts, theodoor, (1597-1637)",,,
200,97,"[vinne, vincent ii laurensz. van der]","[1686, 1742]","[van der vinne i, vincent laurentsz.]","[1628, 1702]",0,"wga_vinne, vincent ii laurensz. van der, (1686-1742)","artuk_van der vinne i, vincent laurentsz., (1628-1702)",,,
198,97,"[vinckboons, david]","[1576, 1633]","[vinckeboons, david]","[1576, 1632]",1,"wga_vinckboons, david, (1576-1633)","artuk_vinckeboons, david, (1576-1632)",,,
155,97,"[rondinelli, niccolò]","[1490, 1510]","[rondinelli, nicolò]","[1440, 1520]",1,"wga_rondinelli, niccolò, (1490-1510)","artuk_rondinelli, nicolò, (1440-1520)",,,
157,97,"[ryckaert, david ii]","[1586, 1642]","[ryckaert iii, david]","[1612, 1661]",0,"wga_ryckaert, david ii, (1586-1642)","artuk_ryckaert iii, david, (1612-1661)",,,
